record_id,entry_time,national_entry,country,country_name,admin1,admin1_name,locality,intervention_specific_clean,date_of_update,status,status_simp,subpopulation,required,enforcement,size,duration,testing_population,source_url,entry_quality,details,required_new,intervention_f
799,2020-04-08T17:21:36Z,No,BRA,Brazil,BRA.6_1,Cear'a,NA,State of emergency,2020-03-16,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/41998fevuh2kosa/799_state_of_emergency.pdf?dl=1'>link</a>,Unverified,NA,required,State of emergency
800,2020-04-08T17:39:38Z,No,BRA,Brazil,BRA.13_1,Minas Gerais,NA,Nursery school closures,2020-03-18,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/2jhyk77ic31j9ms/800_school_closed.pdf?dl=1'>link</a>,Unverified,NA,required,Nursery school closures
800,2020-04-08T17:39:38Z,No,BRA,Brazil,BRA.13_1,Minas Gerais,NA,Primary school closures,2020-03-18,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/2jhyk77ic31j9ms/800_school_closed.pdf?dl=1'>link</a>,Unverified,NA,required,Primary school closures
800,2020-04-08T17:39:38Z,No,BRA,Brazil,BRA.13_1,Minas Gerais,NA,Secondary school closures,2020-03-18,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/2jhyk77ic31j9ms/800_school_closed.pdf?dl=1'>link</a>,Unverified,NA,required,Secondary school closures
800,2020-04-08T17:39:38Z,No,BRA,Brazil,BRA.13_1,Minas Gerais,NA,Post-secondary school closures,2020-03-18,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/2jhyk77ic31j9ms/800_school_closed.pdf?dl=1'>link</a>,Unverified,NA,required,Post-secondary school closures
800,2020-04-08T17:39:38Z,No,BRA,Brazil,BRA.13_1,Minas Gerais,NA,Limiting movement within borders,2020-03-20,partially restricted,Partially Implemented,entire population,NA,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/ezaihbf99nxk6z6/800_limited_mvt.pdf?dl=1'>link</a>,Unverified,interstate travel restricted,required,Limiting movement within borders
800,2020-04-08T17:39:38Z,No,BRA,Brazil,BRA.13_1,Minas Gerais,NA,"Leisure, entertainment, and religious venue closures",2020-03-22,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/ohtbdqbtn8jvxx2/800_entertainment_closed.pdf?dl=1'>link</a>,Unverified,NA,required,"Leisure, entertainment, and religious venue closures"
800,2020-04-08T17:39:38Z,No,BRA,Brazil,BRA.13_1,Minas Gerais,NA,Retail store closures (excluding essentials),2020-03-22,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/s7ghuge8h2nx5iv/800_store_closed.pdf?dl=1'>link</a>,Unverified,NA,required,Retail store closures (excluding essentials)
800,2020-04-08T17:39:38Z,No,BRA,Brazil,BRA.13_1,Minas Gerais,NA,State of emergency,2020-03-26,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/8ctk83cgzvcg52j/800_state_of_emergency.pdf?dl=1'>link</a>,Unverified,many business closures as part of declaration,required,State of emergency
802,2020-04-08T17:49:41Z,No,CHN,China,CHN.19_1,Nei Mongol,NA,"Leisure, entertainment, and religious venue closures",2020-01-25,partially closed,Partially Implemented,geographic subpopulation,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/omkef527isitovx/802_entertainment_closed.pdf?dl=1'>link</a>,Verified,"The policy stops or limit gatherings such as markets, movie theaters or performances.",required,"Leisure, entertainment, and religious venue closures"
802,2020-04-08T17:49:41Z,No,CHN,China,CHN.19_1,Nei Mongol,NA,State of emergency,2020-01-25,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/lz3fp8uvkd63wx8/802_state_of_emergency.pdf?dl=1'>link</a>,Verified,State of emergency level 1 (highest level),required,State of emergency
802,2020-04-08T17:49:41Z,No,CHN,China,CHN.19_1,Nei Mongol,NA,Symptom screening when entering by air,2020-01-25,required,Strongly Implemented,other subpopulation,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/ho2sby6rus4pos9/802_symp_screening.pdf?dl=1'>link</a>,Verified,"symptom screening is implemented for those traveling, but the policy did not specify is thats for all people/vehicles, or a sample of people, thus considered other subpopulation.",required,Symptom screening when entering by air
802,2020-04-08T17:49:41Z,No,CHN,China,CHN.19_1,Nei Mongol,NA,Symptom screening when entering by land,2020-01-25,required,Strongly Implemented,other subpopulation,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/ho2sby6rus4pos9/802_symp_screening.pdf?dl=1'>link</a>,Verified,"symptom screening is implemented for those traveling, but the policy did not specify is thats for all people/vehicles, or a sample of people, thus considered other subpopulation.",required,Symptom screening when entering by land
802,2020-04-08T17:49:41Z,No,CHN,China,CHN.19_1,Nei Mongol,NA,Symptom screening at checkpoints within borders,2020-01-25,required,Strongly Implemented,other subpopulation,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/ho2sby6rus4pos9/802_symp_screening.pdf?dl=1'>link</a>,Verified,Policy did not specify whether the symptom screening is random or not thus selected other subpopulation,required,Symptom screening at checkpoints within borders
804,2020-04-08T18:04:04Z,No,CHN,China,CHN.19_1,Nei Mongol,NA,State of emergency,2020-02-25,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/umdjo873urhpkzz/804_state_of_emergency.pdf?dl=1'>link</a>,Verified,State of emergency was downgraded from level 1 to level 3.,required,State of emergency
805,2020-04-08T18:06:49Z,Yes,LIE,Liechtenstein,NA,NA,NA,Office closures,2020-03-02,open,Not Implemented,entire population,unknown,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/vdtp7rnqvhdz9i4/805_office_closed.pdf?dl=1'>link</a>,Unverified,avoid unnecessary travel and meetings hygiene rules (hand washing and 2 metre distance if together for longer than 15 minutes) should be implemented with care and discipline,unknown,Office closures
805,2020-04-08T18:06:49Z,Yes,LIE,Liechtenstein,NA,NA,NA,Limiting size of gatherings,2020-03-02,recommended,Partially Implemented,entire population,recommended,NA,1000,NA,NA,<a href='https://www.dropbox.com/s/y90nce5u6czf5o5/805_social_group_limits.pdf?dl=1'>link</a>,Unverified,"Gatherings over 1000 people still banned.Recommendation to cancel or postpone gathering of less than 1000 people, but it is up to organiser.",recommended,Limiting size of gatherings
806,2020-04-08T18:10:09Z,No,CHN,China,CHN.19_1,Nei Mongol,NA,Nursery school closures,2020-01-29,closed,Strongly Implemented,geographic subpopulation,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/dnfxjhp662gxnml/806_school_closed.pdf?dl=1'>link</a>,Verified,Schools will remain closed until 3/1/2020. The policy was announced during Chinese New Year when all schools are on break.,required,Nursery school closures
806,2020-04-08T18:10:09Z,No,CHN,China,CHN.19_1,Nei Mongol,NA,Primary school closures,2020-01-29,closed,Strongly Implemented,geographic subpopulation,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/dnfxjhp662gxnml/806_school_closed.pdf?dl=1'>link</a>,Verified,Schools will remain closed until 3/1/2020. The policy was announced during Chinese New Year when all schools are on break.,required,Primary school closures
806,2020-04-08T18:10:09Z,No,CHN,China,CHN.19_1,Nei Mongol,NA,Secondary school closures,2020-01-29,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/dnfxjhp662gxnml/806_school_closed.pdf?dl=1'>link</a>,Verified,Schools will remain closed until 3/1/2020. The policy was announced during Chinese New Year when all schools are on break.,required,Secondary school closures
806,2020-04-08T18:10:09Z,No,CHN,China,CHN.19_1,Nei Mongol,NA,Post-secondary school closures,2020-01-29,closed,Strongly Implemented,geographic subpopulation,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/dnfxjhp662gxnml/806_school_closed.pdf?dl=1'>link</a>,Verified,Schools will remain closed until 3/1/2020. The policy was announced during Chinese New Year when all schools are on break.,required,Post-secondary school closures
806,2020-04-08T18:10:09Z,No,CHN,China,CHN.19_1,Nei Mongol,NA,Office closures,2020-01-29,closed,Strongly Implemented,geographic subpopulation,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/5ptt3jhjea28ro1/806_office_closed.pdf?dl=1'>link</a>,Verified,All businesses should remain closed until at least 2/9/2020 and all government offices should remain closed until 2/3/2020. The policy was announced during Chinese new year when all businesses are closed.,required,Office closures
807,2020-04-08T18:20:19Z,Yes,LIE,Liechtenstein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<a href='NA'>link</a>,Unverified,NA,required,NA
811,2020-04-08T19:14:02Z,No,CHN,China,CHN.24_1,Shanghai,NA,Border closures for entering by land,2020-02-28,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/pbsnirdxumhd1ow/811_closed_border.pdf?dl=1'>link</a>,Unverified,Stopped some train lines,required,Border closures for entering by land
811,2020-04-08T19:14:02Z,No,CHN,China,CHN.24_1,Shanghai,NA,Office closures,2020-01-27,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/e4e1fcxw1keaos3/811_office_closed.pdf?dl=1'>link</a>,Unverified,No office opening before 2/9,required,Office closures
811,2020-04-08T19:14:02Z,No,CHN,China,CHN.24_1,Shanghai,NA,"Leisure, entertainment, and religious venue closures",2020-01-30,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/qbddno5lqd022bv/811_entertainment_closed.pdf?dl=1'>link</a>,Unverified,NA,required,"Leisure, entertainment, and religious venue closures"
811,2020-04-08T19:14:02Z,No,CHN,China,CHN.24_1,Shanghai,NA,Limiting size of gatherings,2020-01-26,recommended,Partially Implemented,entire population,recommended,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/hgf5uuy5e1hly43/811_social_group_limits.pdf?dl=1'>link</a>,Unverified,recommenced people dont  hold parties and avoid going to the public,recommended,Limiting size of gatherings
811,2020-04-08T19:14:02Z,No,CHN,China,CHN.24_1,Shanghai,NA,Universal facemask policies,2020-02-05,required,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/z7o2j9p87f5p2e6/811_mask.pdf?dl=1'>link</a>,Unverified,required to wear mask to take subways,required,Universal facemask policies
811,2020-04-08T19:14:02Z,No,CHN,China,CHN.24_1,Shanghai,NA,Symptom screening when entering by air,2020-01-27,required,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/7vahsbl4ywgpstb/811_symp_screening.pdf?dl=1'>link</a>,Unverified,Temperature check for all entries through air,required,Symptom screening when entering by air
811,2020-04-08T19:14:02Z,No,CHN,China,CHN.24_1,Shanghai,NA,Symptom screening when entering by land,2020-01-27,required,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/7vahsbl4ywgpstb/811_symp_screening.pdf?dl=1'>link</a>,Unverified,Temperature check for all entries through land,required,Symptom screening when entering by land
811,2020-04-08T19:14:02Z,No,CHN,China,CHN.24_1,Shanghai,NA,Symptom screening at checkpoints within borders,2020-02-03,required,Strongly Implemented,geographic subpopulation,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/7vahsbl4ywgpstb/811_symp_screening.pdf?dl=1'>link</a>,Unverified,Temperature checking at some subway stations,required,Symptom screening at checkpoints within borders
812,2020-04-08T19:25:52Z,Yes,BDI,Burundi,NA,NA,NA,Symptom screening when entering by air,2020-02-01,required,Strongly Implemented,geographic subpopulation,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/3g5zv812viee253/812_symp_screening.pdf?dl=1'>link</a>,Verified,"Travelers providing from China would be screened for a fever, and moved to a hospital for 14 day quarantine if they presented any fever",required,Symptom screening when entering by air
812,2020-04-08T19:25:52Z,Yes,BDI,Burundi,NA,NA,NA,Quarantine of travelers,2020-02-01,required,Strongly Implemented,NA,required,NA,NA,14,NA,<a href='https://www.dropbox.com/s/qp10xfftwqqxaol/812_quar_iso.pdf?dl=1'>link</a>,Verified,"Travelers providing from China would be screened for a fever, and moved to a hospital for 14 day quarantine if they presented any fever",required,Quarantine of travelers
813,2020-04-08T19:32:34Z,No,MCO,Monaco,NA,NA,NA,Limiting size of gatherings,2020-03-13,required,Strongly Implemented,entire population,required,NA,100,NA,NA,<a href='https://www.dropbox.com/s/p4hsweh5ec3rhq8/813_social_group_limits.pdf?dl=1'>link</a>,Unverified,"Gathering more than 100 people is forbidden. For public places (pubs, restaurants, movie theaters...), this number includes staff.",required,Limiting size of gatherings
816,2020-04-08T19:40:59Z,Yes,ZAF,South Africa,NA,NA,NA,Nursing home/long-term care closures,2020-03-26,closed,Strongly Implemented,geographic subpopulation,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/9yp1t35std3ngdu/816_nursing_home_closed.zip?dl=1'>link</a>,Verified,"To the best of my knowledge and search, there is no known national policy on restricting visitors at nursing homes. What I found is that privatelyowned nursing homes have implemented the 21days lockdown, preventing visitors from coming to their facilities.",required,Nursing home/long-term care closures
816,2020-04-08T19:40:59Z,Yes,ZAF,South Africa,NA,NA,NA,Retail store closures (excluding essentials),2020-03-26,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/h5g4zxalrzmu6dy/816_store_closed.pdf?dl=1'>link</a>,Verified,"All shops and businesses were required to be closed, except for pharmacies, laboratories, banks, essential financial and payment services, including the JSE, supermarkets, petrol stations and health care providers.",required,Retail store closures (excluding essentials)
816,2020-04-08T19:40:59Z,Yes,ZAF,South Africa,NA,NA,NA,Public transportation closures,2020-03-26,closed,Strongly Implemented,NA,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/gwhrphe3slr6s73/816_public_transport_closed.pdf?dl=1'>link</a>,Verified,"All public transport services are prohibited during the lockdown period. Exceptions are for bus services, taxi services, ehailing services and private vehicles for the sole purpose of rendering essential services.",required,Public transportation closures
816,2020-04-08T19:40:59Z,Yes,ZAF,South Africa,NA,NA,NA,Universal facemask policies,2020-03-18,required,Strongly Implemented,other subpopulation,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/kos0vpf0pz7xfpo/816_mask.pdf?dl=1'>link</a>,Verified,"All airline and/or ground handling staff carrying out assisted passenger services (specifically passengers with reduced mobility) are required to use Personal Protective Equipment (PPE) (surgical mask and gloves) when facilitating arriving international passengers.Passengerfacing personnel, particularly for all international arrivals, transfers terminal and the domestic recheck, are required to use PPE (surgical masks and gloves).All handling agent staff that are at a high risk of contact (including, but not limited to passenger escorting, VIP services facilitation, ticket sales, baggage handling and loading, aircraft grooming, catering services, cargo handling agents, bus drivers and crew transport drivers) are required to wear PPE (surgical masks and gloves).",required,Universal facemask policies
816,2020-04-08T19:40:59Z,Yes,ZAF,South Africa,NA,NA,NA,Restaurant closures (excluding takeout/delivery),2020-03-26,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/xte6ixneprzvvg1/816_restaurant_closed.pdf?dl=1'>link</a>,Verified,NA,required,Restaurant closures (excluding takeout/delivery)
816,2020-04-08T19:40:59Z,Yes,ZAF,South Africa,NA,NA,NA,Quarantine of travelers,2020-03-16,required,Strongly Implemented,NA,required,NA,NA,14,NA,<a href='https://www.dropbox.com/s/z3fsmg3nkxbvcyb/816_quar_iso.pdf?dl=1'>link</a>,Verified,NA,required,Quarantine of travelers
816,2020-04-08T19:40:59Z,Yes,ZAF,South Africa,NA,NA,NA,Quarantine of contacts confirmed cases,2020-03-16,required,Strongly Implemented,NA,required,NA,NA,14,NA,<a href='https://www.dropbox.com/s/z3fsmg3nkxbvcyb/816_quar_iso.pdf?dl=1'>link</a>,Verified,NA,required,Quarantine of contacts confirmed cases
816,2020-04-08T19:40:59Z,Yes,ZAF,South Africa,NA,NA,NA,Quarantine of contacts suspected (symptomatic) cases,2020-03-16,required,Strongly Implemented,NA,required,NA,NA,14,NA,<a href='https://www.dropbox.com/s/z3fsmg3nkxbvcyb/816_quar_iso.pdf?dl=1'>link</a>,Verified,NA,required,Quarantine of contacts suspected (symptomatic) cases
816,2020-04-08T19:40:59Z,Yes,ZAF,South Africa,NA,NA,NA,Home isolation of suspected (symptomatic) cases,2020-03-16,required,Strongly Implemented,NA,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/z3fsmg3nkxbvcyb/816_quar_iso.pdf?dl=1'>link</a>,Verified,"While most South Africans will be quarantined in their homes, others can be placed in communitybased facilities for the quarantine period. This practice would extend to those who are believed to have been in contact with a COVID19 infected person and can be extended to a wider community depending on how many people were in contact with the infected person.",required,Home isolation of suspected (symptomatic) cases
816,2020-04-08T19:40:59Z,Yes,ZAF,South Africa,NA,NA,NA,Home isolation of non-hospitalized confirmed cases,2020-03-16,required,Strongly Implemented,NA,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/z3fsmg3nkxbvcyb/816_quar_iso.pdf?dl=1'>link</a>,Verified,"While most South Africans will be quarantined in their homes, others can be placed in communitybased facilities for the quarantine period. This practice would extend to those who are believed to have been in contact with a COVID19 infected person and can be extended to a wider community depending on how many people were in contact with the infected person.",required,Home isolation of non-hospitalized confirmed cases
816,2020-04-08T19:40:59Z,Yes,ZAF,South Africa,NA,NA,NA,Home isolation of confirmed cases discharged from the hospital,2020-03-16,required,Strongly Implemented,NA,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/z3fsmg3nkxbvcyb/816_quar_iso.pdf?dl=1'>link</a>,Verified,"While most South Africans will be quarantined in their homes, others can be placed in communitybased facilities for the quarantine period. This practice would extend to those who are believed to have been in contact with a COVID19 infected person and can be extended to a wider community depending on how many people were in contact with the infected person.",required,Home isolation of confirmed cases discharged from the hospital
817,2020-04-08T19:41:02Z,Yes,BDI,Burundi,NA,NA,NA,Quarantine of travelers,2020-03-19,required,Strongly Implemented,NA,required,NA,NA,14,NA,<a href='https://www.dropbox.com/s/mrjuclu253wmbh7/817_quar_iso.pdf?dl=1'>link</a>,Verified,"In addition to travelers arriving from the previously listed countries (China, South Korea, Japan, Spain, Italy, France, Germany and Iran) travelers arriving from DUBAI will also be required to be quarantined for a period of 14 days",required,Quarantine of travelers
818,2020-04-08T19:41:07Z,No,CHN,China,CHN.28_1,Xinjiang Uygur,NA,Primary school closures,2020-01-25,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/za60nntwb8hntsb/818_school_closed.pdf?dl=1'>link</a>,Unverified,NA,required,Primary school closures
818,2020-04-08T19:41:07Z,No,CHN,China,CHN.28_1,Xinjiang Uygur,NA,Secondary school closures,2020-01-25,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/za60nntwb8hntsb/818_school_closed.pdf?dl=1'>link</a>,Unverified,NA,required,Secondary school closures
818,2020-04-08T19:41:07Z,No,CHN,China,CHN.28_1,Xinjiang Uygur,NA,Post-secondary school closures,2020-01-25,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/za60nntwb8hntsb/818_school_closed.pdf?dl=1'>link</a>,Unverified,NA,required,Post-secondary school closures
818,2020-04-08T19:41:07Z,No,CHN,China,CHN.28_1,Xinjiang Uygur,NA,Public transportation closures,2020-01-23,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/560aa5rlkue1opm/818_public_transport_closed.pdf?dl=1'>link</a>,Unverified,NA,required,Public transportation closures
818,2020-04-08T19:41:07Z,No,CHN,China,CHN.28_1,Xinjiang Uygur,NA,Contact tracing,2020-01-20,partial contact tracing,Partially Implemented,NA,NA,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/oe3hd0p0l8ux9jx/818_contact_tracing.pdf?dl=1'>link</a>,Unverified,NA,required,Contact tracing
818,2020-04-08T19:41:07Z,No,CHN,China,CHN.28_1,Xinjiang Uygur,NA,Testing of symptomatic individuals,2020-01-20,all,Strongly Implemented,NA,NA,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/xbqpjwp6qfbawpd/818_testing_symp.pdf?dl=1'>link</a>,Unverified,NA,required,Testing of symptomatic individuals
818,2020-04-08T19:41:07Z,No,CHN,China,CHN.28_1,Xinjiang Uygur,NA,Testing of asymptomatic individuals,2020-01-20,some,Partially Implemented,NA,NA,NA,NA,NA,contact with case,<a href='https://www.dropbox.com/s/l6nxdx2tx9puyjk/818_testing_asymp.pdf?dl=1'>link</a>,Unverified,NA,required,Testing of asymptomatic individuals
818,2020-04-08T19:41:07Z,No,CHN,China,CHN.28_1,Xinjiang Uygur,NA,State of emergency,2020-01-26,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/l467bvrby5p48uz/818_state_of_emergency.pdf?dl=1'>link</a>,Unverified,NA,required,State of emergency
818,2020-04-08T19:41:07Z,No,CHN,China,CHN.28_1,Xinjiang Uygur,NA,Symptom screening at checkpoints within borders,2020-01-24,required,Strongly Implemented,geographic subpopulation,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/ebaxm1dj95q4vdv/818_symp_screening.pdf?dl=1'>link</a>,Unverified,NA,required,Symptom screening at checkpoints within borders
819,2020-04-08T19:46:01Z,No,USA,United States of America,USA.12_1,Hawaii,NA,Border closures for entering by air,2020-03-26,partially closed,Partially Implemented,other subpopulation,NA,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/ttqw38bgzwfou2r/819_closed_border.pdf?dl=1'>link</a>,Unverified,The Governor of the State of Hawaii told visitors not to come to Hawaii and urged tourists already in the State to leave. He also urged Hawaii residents outside the State planning to return to before 03/26.,required,Border closures for entering by air
819,2020-04-08T19:46:01Z,No,USA,United States of America,USA.12_1,Hawaii,NA,Border closures for entering by land,NA,unknown,Unknown,NA,NA,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/ttqw38bgzwfou2r/819_closed_border.pdf?dl=1'>link</a>,Unverified,Not applicable,required,Border closures for entering by land
819,2020-04-08T19:46:01Z,No,USA,United States of America,USA.12_1,Hawaii,NA,Border closures for entering by sea,2020-03-26,partially closed,Partially Implemented,other subpopulation,NA,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/ttqw38bgzwfou2r/819_closed_border.pdf?dl=1'>link</a>,Unverified,NA,required,Border closures for entering by sea
819,2020-04-08T19:46:01Z,No,USA,United States of America,USA.12_1,Hawaii,NA,Nursery school closures,2020-03-24,closed,Strongly Implemented,entire population,recommended,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/7c9lmospef36r10/819_school_closed.pdf?dl=1'>link</a>,Unverified,NA,recommended,Nursery school closures
819,2020-04-08T19:46:01Z,No,USA,United States of America,USA.12_1,Hawaii,NA,Primary school closures,2020-03-24,closed,Strongly Implemented,entire population,recommended,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/7c9lmospef36r10/819_school_closed.pdf?dl=1'>link</a>,Unverified,NA,recommended,Primary school closures
819,2020-04-08T19:46:01Z,No,USA,United States of America,USA.12_1,Hawaii,NA,Secondary school closures,2020-03-24,closed,Strongly Implemented,entire population,recommended,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/7c9lmospef36r10/819_school_closed.pdf?dl=1'>link</a>,Unverified,NA,recommended,Secondary school closures
819,2020-04-08T19:46:01Z,No,USA,United States of America,USA.12_1,Hawaii,NA,Post-secondary school closures,2020-03-24,closed,Strongly Implemented,entire population,recommended,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/7c9lmospef36r10/819_school_closed.pdf?dl=1'>link</a>,Unverified,NA,recommended,Post-secondary school closures
819,2020-04-08T19:46:01Z,No,USA,United States of America,USA.12_1,Hawaii,NA,Limiting movement within borders,2020-03-20,partially restricted,Partially Implemented,entire population,NA,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/dxr5qjy4mpp722s/819_limited_mvt.pdf?dl=1'>link</a>,Unverified,9pm until 5am daily  a mandatory curfew,required,Limiting movement within borders
819,2020-04-08T19:46:01Z,No,USA,United States of America,USA.12_1,Hawaii,NA,Household confinement,2020-04-20,partially restricted,Partially Implemented,geographic subpopulation,required,Yes,NA,NA,NA,<a href='https://www.dropbox.com/s/1mcdf9ndlo9q110/819_household_confined.pdf?dl=1'>link</a>,Unverified,Mandatory curfew in Kauai and Maui,required,Household confinement
819,2020-04-08T19:46:01Z,No,USA,United States of America,USA.12_1,Hawaii,NA,Nursing home/long-term care closures,2020-03-18,closed,Strongly Implemented,entire population,recommended,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/ahlm9efohiqbmqd/819_nursing_home_closed.pdf?dl=1'>link</a>,Unverified,"Gov. Iges directive to refrain from visiting nursing homes, retirement or longterm care facilities at this time.",recommended,Nursing home/long-term care closures
819,2020-04-08T19:46:01Z,No,USA,United States of America,USA.12_1,Hawaii,NA,Office closures,2020-03-25,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/vbatqxbtg8djdwi/819_office_closed.pdf?dl=1'>link</a>,Unverified,NA,required,Office closures
819,2020-04-08T19:46:01Z,No,USA,United States of America,USA.12_1,Hawaii,NA,"Leisure, entertainment, and religious venue closures",2020-03-25,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/nk8iqzq87xg7bbf/819_entertainment_closed.pdf?dl=1'>link</a>,Unverified,"All bars and clubs should be closed. Restaurants should adjust their operations to pivot to drivethru, takeout, pickup or delivery services only. Closures of theaters, entertainment centers, and visitor attractions should commence. We encourage everyone to avoid any discretionary travel.",required,"Leisure, entertainment, and religious venue closures"
819,2020-04-08T19:46:01Z,No,USA,United States of America,USA.12_1,Hawaii,NA,Retail store closures (excluding essentials),2020-03-25,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/zndkpivgdcbrdfi/819_store_closed.pdf?dl=1'>link</a>,Unverified,NA,required,Retail store closures (excluding essentials)
819,2020-04-08T19:46:01Z,No,USA,United States of America,USA.12_1,Hawaii,NA,Public space closures,2020-03-20,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/a0ifbphf3x11w6r/819_public_space_closed.pdf?dl=1'>link</a>,Unverified,NA,required,Public space closures
819,2020-04-08T19:46:01Z,No,USA,United States of America,USA.12_1,Hawaii,NA,Limiting size of gatherings,2020-03-23,required,Strongly Implemented,entire population,required,NA,10,NA,NA,<a href='https://www.dropbox.com/s/ek8deg898jumrak/819_social_group_limits.pdf?dl=1'>link</a>,Unverified,"Pursuant to current guidance from the CDC, any gathering of more than tenpeople is prohibited unless exempted by this Third Supplementary Proclamation",required,Limiting size of gatherings
819,2020-04-08T19:46:01Z,No,USA,United States of America,USA.12_1,Hawaii,NA,Contact tracing,2020-03-10,partial contact tracing,Partially Implemented,NA,NA,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/kec36nwwjek4hf7/819_contact_tracing.pdf?dl=1'>link</a>,Unverified,The Department of Health is conducting contact tracing and followup on the cases associated with the Grand Princess cruise ship in addition to the traveler who had recent travel to Washington State via Hawaiian Airlines. Healthcare workers exposed to the individual without proper precautions are being monitored for symptoms for 14 days.,required,Contact tracing
819,2020-04-08T19:46:01Z,No,USA,United States of America,USA.12_1,Hawaii,NA,Testing of symptomatic individuals,2020-02-26,some,Partially Implemented,NA,NA,NA,NA,NA,symptom severity;hospitalization;travel history;contact with case;other potential exposure,<a href='https://www.dropbox.com/s/txkoff1uwont4lq/819_testing_symp.pdf?dl=1'>link</a>,Unverified,"On a casebycase basis, HDOH may consider testing of persons who meet theclinical criteria, require admission, and traveled to an area recognized by CDC ashaving ongoing community transmission",required,Testing of symptomatic individuals
