record_id,entry_time,national_entry,country,country_name,admin1,admin1_name,locality,intervention_specific_clean,date_of_update,status,status_simp,subpopulation,required,enforcement,size,duration,testing_population,details,required_new,intervention_f
519,2020-04-04T14:28:59Z,No,USA,United States of America,USA.8_1,Delaware,NA,Restaurant closures (excluding takeout/delivery),2020-03-16,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"food & beverage service only via takeout, drivethrough, or delivery (attachment item 2)",required,Restaurant closures (excluding takeout/delivery)
519,2020-04-04T14:28:59Z,No,USA,United States of America,USA.8_1,Delaware,NA,Limiting number of patrons in restaurants,2020-03-16,required,Strongly Implemented,entire population,required,NA,0,NA,NA,see above,required,Limiting number of patrons in restaurants
525,2020-04-04T15:19:39Z,Yes,GBR,United Kingdom of Great Britain and Northern Ireland,NA,NA,NA,Border closures for entering by air,2020-02-04,open,Not Implemented,NA,NA,NA,NA,NA,NA,"the FCO advises British nationals against all but essential international travel. If you live in the UK and are currently travelling abroad, you are strongly advised to return now, where and while there are still commercial routes available. Many airlines are suspending flights and many airports are closing, preventing flights from leaving. The FCO was already advising against all but essential travel or all travel to some areas or countries due to risks that do not relate to COVID19. This advice remains in place.",required,Border closures for entering by air
525,2020-04-04T15:19:39Z,Yes,GBR,United Kingdom of Great Britain and Northern Ireland,NA,NA,NA,Border closures for entering by land,2020-02-04,open,Not Implemented,NA,NA,NA,NA,NA,NA,"the FCO advises British nationals against all but essential international travel. If you live in the UK and are currently travelling abroad, you are strongly advised to return now, where and while there are still commercial routes available. Many airlines are suspending flights and many airports are closing, preventing flights from leaving. The FCO was already advising against all but essential travel or all travel to some areas or countries due to risks that do not relate to COVID19. This advice remains in place.",required,Border closures for entering by land
525,2020-04-04T15:19:39Z,Yes,GBR,United Kingdom of Great Britain and Northern Ireland,NA,NA,NA,Border closures for entering by sea,2020-02-04,open,Not Implemented,NA,NA,NA,NA,NA,NA,"the FCO advises British nationals against all but essential international travel. If you live in the UK and are currently travelling abroad, you are strongly advised to return now, where and while there are still commercial routes available. Many airlines are suspending flights and many airports are closing, preventing flights from leaving. The FCO was already advising against all but essential travel or all travel to some areas or countries due to risks that do not relate to COVID19. This advice remains in place.",required,Border closures for entering by sea
525,2020-04-04T15:19:39Z,Yes,GBR,United Kingdom of Great Britain and Northern Ireland,NA,NA,NA,Border closures for leaving by air,2020-02-04,open,Not Implemented,NA,NA,NA,NA,NA,NA,"the FCO advises British nationals against all but essential international travel. If you live in the UK and are currently travelling abroad, you are strongly advised to return now, where and while there are still commercial routes available. Many airlines are suspending flights and many airports are closing, preventing flights from leaving. The FCO was already advising against all but essential travel or all travel to some areas or countries due to risks that do not relate to COVID19. This advice remains in place.",required,Border closures for leaving by air
525,2020-04-04T15:19:39Z,Yes,GBR,United Kingdom of Great Britain and Northern Ireland,NA,NA,NA,Border closures for leaving by land,2020-02-04,open,Not Implemented,NA,NA,NA,NA,NA,NA,"the FCO advises British nationals against all but essential international travel. If you live in the UK and are currently travelling abroad, you are strongly advised to return now, where and while there are still commercial routes available. Many airlines are suspending flights and many airports are closing, preventing flights from leaving. The FCO was already advising against all but essential travel or all travel to some areas or countries due to risks that do not relate to COVID19. This advice remains in place.",required,Border closures for leaving by land
525,2020-04-04T15:19:39Z,Yes,GBR,United Kingdom of Great Britain and Northern Ireland,NA,NA,NA,Border closures for leaving by sea,2020-02-04,open,Not Implemented,NA,NA,NA,NA,NA,NA,"the FCO advises British nationals against all but essential international travel. If you live in the UK and are currently travelling abroad, you are strongly advised to return now, where and while there are still commercial routes available. Many airlines are suspending flights and many airports are closing, preventing flights from leaving. The FCO was already advising against all but essential travel or all travel to some areas or countries due to risks that do not relate to COVID19. This advice remains in place.",required,Border closures for leaving by sea
529,2020-04-04T15:32:02Z,No,NAM,Namibia,NAM.5_1,Khomas,NA,Border closures for entering by air,2020-03-27,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,Partial lockdown from 3/27 to 4/16 for the Khomas and Erongo regions,required,Border closures for entering by air
529,2020-04-04T15:32:02Z,No,NAM,Namibia,NAM.5_1,Khomas,NA,Border closures for entering by land,2020-03-27,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,Partial lockdown from 3/27 to 4/16 for the Khomas and Erongo regions,required,Border closures for entering by land
529,2020-04-04T15:32:02Z,No,NAM,Namibia,NAM.5_1,Khomas,NA,Border closures for entering by sea,2020-03-27,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,Partial lockdown from 3/27 to 4/16 for the Khomas and Erongo regions,required,Border closures for entering by sea
529,2020-04-04T15:32:02Z,No,NAM,Namibia,NAM.5_1,Khomas,NA,Border closures for leaving by air,2020-03-27,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,Partial lockdown from 3/27 to 4/16 for the Khomas and Erongo regions,required,Border closures for leaving by air
529,2020-04-04T15:32:02Z,No,NAM,Namibia,NAM.5_1,Khomas,NA,Border closures for leaving by land,2020-03-27,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,Partial lockdown from 3/27 to 4/16 for the Khomas and Erongo regions,required,Border closures for leaving by land
529,2020-04-04T15:32:02Z,No,NAM,Namibia,NAM.5_1,Khomas,NA,Border closures for leaving by sea,2020-03-27,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,Partial lockdown from 3/27 to 4/16 for the Khomas and Erongo regions,required,Border closures for leaving by sea
530,2020-04-04T15:32:28Z,Yes,GBR,United Kingdom of Great Britain and Northern Ireland,NA,NA,NA,Quarantine of contacts confirmed cases,2020-03-23,required,Strongly Implemented,NA,required,NA,NA,14,NA,"if you live with others and you are the first in the household to have symptoms of coronavirus, then you must stay at home for 7 days, but all other household members who remain well must stay at home and not leave the house for 14 days.",required,Quarantine of contacts confirmed cases
530,2020-04-04T15:32:28Z,Yes,GBR,United Kingdom of Great Britain and Northern Ireland,NA,NA,NA,Quarantine of contacts suspected (symptomatic) cases,2020-03-23,required,Strongly Implemented,NA,required,NA,NA,14,NA,"if you live with others and you are the first in the household to have symptoms of coronavirus, then you must stay at home for 7 days, but all other household members who remain well must stay at home and not leave the house for 14 days.",required,Quarantine of contacts suspected (symptomatic) cases
530,2020-04-04T15:32:28Z,Yes,GBR,United Kingdom of Great Britain and Northern Ireland,NA,NA,NA,Home isolation of suspected (symptomatic) cases,2020-03-23,required,Strongly Implemented,NA,required,NA,NA,NA,NA,"if you live alone and you have symptoms of coronavirus illness (COVID19), however mild, stay at home for 7 days from when your symptoms started. (The ending isolation section below has more information)after 7 days, if you do not have a high temperature, you do not need to continue to selfisolate. If you still have a high temperature, keep selfisolating until your temperature returns to normal. You do not need to selfisolate if you just have a cough after 7 days, as a cough can last for several weeks after the infection has gone",required,Home isolation of suspected (symptomatic) cases
530,2020-04-04T15:32:28Z,Yes,GBR,United Kingdom of Great Britain and Northern Ireland,NA,NA,NA,Home isolation of non-hospitalized confirmed cases,2020-03-23,required,Strongly Implemented,NA,required,NA,NA,NA,NA,"if you live alone and you have symptoms of coronavirus illness (COVID19), however mild, stay at home for 7 days from when your symptoms started. (The ending isolation section below has more information)after 7 days, if you do not have a high temperature, you do not need to continue to selfisolate. If you still have a high temperature, keep selfisolating until your temperature returns to normal. You do not need to selfisolate if you just have a cough after 7 days, as a cough can last for several weeks after the infection has gone",required,Home isolation of non-hospitalized confirmed cases
531,2020-04-04T15:34:58Z,No,NAM,Namibia,NAM.2_1,Erongo,NA,Border closures for entering by air,2020-03-27,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,Partial lockdown from 3/27 to 4/16 for the Khomas and Erongo regions,required,Border closures for entering by air
531,2020-04-04T15:34:58Z,No,NAM,Namibia,NAM.2_1,Erongo,NA,Border closures for entering by land,2020-03-27,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,Partial lockdown from 3/27 to 4/16 for the Khomas and Erongo regions,required,Border closures for entering by land
531,2020-04-04T15:34:58Z,No,NAM,Namibia,NAM.2_1,Erongo,NA,Border closures for entering by sea,2020-03-27,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,Partial lockdown from 3/27 to 4/16 for the Khomas and Erongo regions,required,Border closures for entering by sea
531,2020-04-04T15:34:58Z,No,NAM,Namibia,NAM.2_1,Erongo,NA,Border closures for leaving by air,2020-03-27,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,Partial lockdown from 3/27 to 4/16 for the Khomas and Erongo regions,required,Border closures for leaving by air
531,2020-04-04T15:34:58Z,No,NAM,Namibia,NAM.2_1,Erongo,NA,Border closures for leaving by land,2020-03-27,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,Partial lockdown from 3/27 to 4/16 for the Khomas and Erongo regions,required,Border closures for leaving by land
531,2020-04-04T15:34:58Z,No,NAM,Namibia,NAM.2_1,Erongo,NA,Border closures for leaving by sea,2020-03-27,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,Partial lockdown from 3/27 to 4/16 for the Khomas and Erongo regions,required,Border closures for leaving by sea
534,2020-04-04T17:53:35Z,Yes,ROU,Romania,NA,NA,NA,State of emergency,2020-03-16,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,"President Klaus Iohannis declared a state of emergency for 30 days, effective starting March 16 2020. The Parliament ratified it on March 19, 2020 with an effective date March 16.",required,State of emergency
538,2020-04-04T19:24:03Z,No,USA,United States of America,USA.27_1,Montana,NA,Quarantine of travelers,2020-03-19,recommended,Partially Implemented,NA,recommended,NA,NA,14,NA,Governor Steve Bullock issued a travel advisory for Montanans who have traveled internationally to selfquarantine for 14 days after returning to Montana.,recommended,Quarantine of travelers
540,2020-04-04T20:28:48Z,No,USA,United States of America,USA.27_1,Montana,NA,"Leisure, entertainment, and religious venue closures",2020-03-20,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Under the Directive,  movie and performance theaters, nightclubs, concert halls, bowling alleys, bingo halls, and music halls are closed to ingress, egress, use, and occupancy by members of the public.",required,"Leisure, entertainment, and religious venue closures"
540,2020-04-04T20:28:48Z,No,USA,United States of America,USA.27_1,Montana,NA,Restaurant closures (excluding takeout/delivery),2020-03-20,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Restaurants, food courts, cafes, coffeehouses, and other similar establishments offering food or beverage for onpremises consumption are closed to ingress, egress, use, and occupancy by members of the public.",required,Restaurant closures (excluding takeout/delivery)
542,2020-04-04T21:30:07Z,No,USA,United States of America,USA.25_1,Mississippi,City of Jackson,Household confinement,2020-04-03,fully restricted,Strongly Implemented,entire population,required,Yes,NA,NA,NA,"Essential businesses are still open  include those used for critical infrastructure, groceries, medicine, mail and post, agriculture/food and beverage production, charitable and social services, media, gas stations/transport support, financial and insurance institutions, hardware stores, construction/plumbing/electrical services, educational institutions, restaurants, laundromats, home care services, hotels, residential facilities and shelters, religious entities, and other essential businesses. All must comply with 10 or fewer people with 6 feet between. Essential travel is acceptable but must comply with 10 or fewer between people. All essential businesses must demarcate 6 feet intervals for people to space themselves appropriately; must also provide hand sanitizer and cleaning supplies; special considerations for vulnerable populations.",required,Household confinement
543,2020-04-04T21:35:55Z,Yes,BWA,Botswana,NA,NA,NA,Border closures for entering by air,2020-03-16,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,"The government of Botswana released a statement restricting travel from highrisk countries (China, Japan, South Korea, Iran, USA, UK, Austria, Belgium, Denmark, France, Germany, Italy, Netherlands, Norway, Spain, Sweden, Switzerland, and India)	Issuance of Visa at Ports of entry and at all Embassies for any person from high risk areas is suspended with immediate effect. Current visas are cancelled with immediate effect until further notice.	International travel by all Government employees, parastatals and State owned Entities is suspended with immediate effect.	All government, parastatals and state owned entities international meetings and conferences are cancelled with immediate effect.",required,Border closures for entering by air
543,2020-04-04T21:35:55Z,Yes,BWA,Botswana,NA,NA,NA,"Leisure, entertainment, and religious venue closures",2020-03-16,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,"Total suspension of public gatherings of more than 100 people is imposed immediately for 30 days; these include religious activities; sporting events; conferences; wedding celebrations; night clubs/bars; music concerts; parties; and gymnasiums.	The public is also advised to maintain a distance of 12 meters between individual persons and a maximum of 50 individuals everywhere including the following places banks; restaurants, including take out restaurants; supermarkets/shops; pharmacies; post offices; government service departments (road transport, immigration, civil registration, police stations, etc); and funerals.",required,"Leisure, entertainment, and religious venue closures"
543,2020-04-04T21:35:55Z,Yes,BWA,Botswana,NA,NA,NA,Limiting size of gatherings,2020-03-16,required,Strongly Implemented,entire population,required,NA,100,NA,NA,Total suspension of public gatherings of more than 100 people is imposed immediately for 30 days; these include religious activities; sporting events; conferences; wedding celebrations; night clubs/bars; music concerts; parties; and gymnasiums.,required,Limiting size of gatherings
543,2020-04-04T21:35:55Z,Yes,BWA,Botswana,NA,NA,NA,Testing of symptomatic individuals,2020-03-16,some,Partially Implemented,NA,NA,NA,NA,NA,symptom severity;travel history,"Individuals who have cold symptoms (cough, fever, sore throat) and have had contact with returning travelers should a) Call 997, 332756/ 332757/ 3632773; b) Not use public transport; and c) If using private vehicle or on foot, should alert health facility officers on arrival before entering the facility.",required,Testing of symptomatic individuals
543,2020-04-04T21:35:55Z,Yes,BWA,Botswana,NA,NA,NA,Restaurant closures (excluding takeout/delivery),2020-03-16,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,The public is also advised to maintain a distance of 12 meters between individual persons and a maximum of 50 individuals.,required,Restaurant closures (excluding takeout/delivery)
544,2020-04-04T21:51:25Z,No,USA,United States of America,USA.25_1,Mississippi,City of Jackson,Office closures,2020-03-16,closed,Strongly Implemented,other subpopulation,required,NA,NA,NA,NA,Other subpopulation is City of Jackson employeesAll City of Jackson employees work remotely; prohibited to travel across state borders for work on behalf of the City of Jackson unless necessary (need permission from City); City Hall closed.,required,Office closures
544,2020-04-04T21:51:25Z,No,USA,United States of America,USA.25_1,Mississippi,City of Jackson,Limiting size of gatherings,2020-03-18,required,Strongly Implemented,entire population,required,NA,10,NA,NA,"All events of 10 people in the City of Jackson prohibitedall events of 10 or fewer people in the City of Jackson are limited under allowable under the condition that social distancing best practices are observed, environmental cleaning guidelines from the CDC are adhered to, and older/vulnerable individuals are discouraged from attending.",required,Limiting size of gatherings
544,2020-04-04T21:51:25Z,No,USA,United States of America,USA.25_1,Mississippi,City of Jackson,State of emergency,2020-03-16,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,Proclamation of a Civil Emergency,required,State of emergency
545,2020-04-04T21:59:00Z,Yes,BWA,Botswana,NA,NA,NA,Household confinement,2020-04-02,fully restricted,Strongly Implemented,entire population,required,NA,NA,NA,NA,During this period of extreme social distancing all individuals across the country will be expected to adhere to a more severe form of social distancing where movement out of the home is only restricted to those performing essential services and transporting essential goods. Those involved will be permitted to travel using the COVID19 TRAVEL PERMIT that will be issued by Government.,required,Household confinement
545,2020-04-04T21:59:00Z,Yes,BWA,Botswana,NA,NA,NA,State of emergency,2020-04-02,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,State of Emergency declared by President Masisi.,required,State of emergency
546,2020-04-04T22:13:58Z,No,USA,United States of America,USA.25_1,Mississippi,City of Jackson,Limiting size of gatherings,2020-03-16,required,Strongly Implemented,entire population,required,NA,50,NA,NA,"Shopping areas, transportation centers, airports, public squares, medical facilities, office environments, factories, schools, and universities  not considered gatherings",required,Limiting size of gatherings
547,2020-04-05T00:42:09Z,No,USA,United States of America,USA.1_1,Alabama,NA,Household confinement,2020-04-04,partially restricted,Partially Implemented,entire population,required,NA,NA,NA,NA,"Stay at home order  Effective Saturday, April 4, 2020, at 500 P.M., every person is ordered to stay at his or her place of residence except as necessary to perform any of the following essential activitiesa. To obtain necessary supplies.b. To obtain or provide necessary services.c. To attend religious services.d. To take care of others. e. To work. f. To engage in outdoor activity.g. To seek shelter.h. To travel as required by law. i. To See family members.Anyone leaving his or her home or place of residence as authorized in this order shall take reasonable steps to maintain six feet of separation from other persons.",required,Household confinement
547,2020-04-05T00:42:09Z,No,USA,United States of America,USA.1_1,Alabama,NA,"Leisure, entertainment, and religious venue closures",2020-04-03,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,"A person may leave his or her place of residence to attend an event that is a religious worship service, wedding, or funeral in either of the following circumstances(i) The event involves fewer than 10 people and the people maintain a consistent sixfoot distance from one another; or(ii) The event is a drivein worship service that adheres to the following rules1. All participants shall remain in their vehicles for the entirety of the service;2. The participants in each vehicle all share the same place of residence; and3. Participants do not come within six feet of participants in other vehicles.",required,"Leisure, entertainment, and religious venue closures"
547,2020-04-05T00:42:09Z,No,USA,United States of America,USA.1_1,Alabama,NA,Retail store closures (excluding essentials),2020-04-04,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Restrictions on essential stores including a reduction on maximum occupancy.6. Effective Saturday, April 4, 2020, at 500 P.M., all essential retailers as defined in paragraph 2, including grocery stores, pharmacies, and big box stores, shall comply with the following rules in addition to any other applicable provisions of this Ordera. Emergency maximum occupancy rate.b. Social Distancing.c. Sanitation.",required,Retail store closures (excluding essentials)
547,2020-04-05T00:42:09Z,No,USA,United States of America,USA.1_1,Alabama,NA,Home isolation of non-hospitalized confirmed cases,2020-04-03,required,Strongly Implemented,NA,required,NA,NA,NA,NA,"9. Effective immediately, any person who has tested positive for COVID19other than institutionalized personsshall be quarantined to their place of residence for a period of 14 days after receiving positive test results. Any person quarantined pursuant to this provision shall not leave their place of residence for any reason other than to seek necessary medical treatment. Any person requiring assistance while under quarantine may contact Alabama Voluntary Organizations Active in Disaster (VOAD), http//alvoad.communityos.org/cms/. While under quarantine, the person must shall take precautions as directed by his or her health care provider or the Department of Public Health to prevent the spread of the disease to others.",required,Home isolation of non-hospitalized confirmed cases
549,2020-04-05T05:54:45Z,No,DEU,Germany,DEU.3_1,Berlin,NA,Post-secondary school closures,2020-03-20,open,Not Implemented,other subpopulation,required,NA,NA,NA,NA,"Summer semester will start on April 20, 2020 with an online and digital offer as much as possible. So far, no inclass events will be organised at the universities.",required,Post-secondary school closures
549,2020-04-05T05:54:45Z,No,DEU,Germany,DEU.3_1,Berlin,NA,"Leisure, entertainment, and religious venue closures",2020-04-03,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,Commercial excursions and city tours are not allowed. Not allowed to offer tourist overnight stays,required,"Leisure, entertainment, and religious venue closures"
549,2020-04-05T05:54:45Z,No,DEU,Germany,DEU.3_1,Berlin,NA,Public space closures,2020-04-03,open,Not Implemented,entire population,unknown,NA,NA,NA,NA,"To avoid overcrowding, access restrictions for parks and green areas can be set.",unknown,Public space closures
549,2020-04-05T05:54:45Z,No,DEU,Germany,DEU.3_1,Berlin,NA,Limiting size of gatherings,2020-04-03,required,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Sport and exercise in the open air, alone, with members of your own household or with another person, without any other group formation, remains permitted.",required,Limiting size of gatherings
549,2020-04-05T05:54:45Z,No,DEU,Germany,DEU.3_1,Berlin,NA,Quarantine of travelers,2020-04-02,required,Strongly Implemented,NA,required,NA,NA,14,NA,NA,required,Quarantine of travelers
550,2020-04-05T06:11:21Z,No,DEU,Germany,DEU.3_1,Berlin,NA,Secondary school closures,2020-04-02,closed,Strongly Implemented,other subpopulation,required,NA,NA,NA,NA,Final examinations for high schools will be carried out in 2020 as long as infection control can be guaranteed.,required,Secondary school closures
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Border closures for entering by air,2020-03-26,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,NA,required,Border closures for entering by air
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Border closures for entering by land,2020-03-26,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,NA,required,Border closures for entering by land
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Border closures for entering by sea,2020-03-26,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,NA,required,Border closures for entering by sea
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Border closures for leaving by air,2020-03-26,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,NA,required,Border closures for leaving by air
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Border closures for leaving by land,2020-03-26,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,NA,required,Border closures for leaving by land
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Border closures for leaving by sea,2020-03-26,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,NA,required,Border closures for leaving by sea
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Nursery school closures,2020-03-26,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,required,Nursery school closures
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Primary school closures,2020-03-26,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,required,Primary school closures
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Secondary school closures,2020-03-26,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,required,Secondary school closures
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Post-secondary school closures,2020-03-26,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,required,Post-secondary school closures
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Limiting movement within borders,2020-03-25,fully restricted,Strongly Implemented,NA,NA,NA,NA,NA,NA,NA,required,Limiting movement within borders
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Household confinement,2020-03-25,fully restricted,Strongly Implemented,entire population,required,Yes,NA,NA,NA,NA,required,Household confinement
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Office closures,2020-03-26,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,required,Office closures
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,"Leisure, entertainment, and religious venue closures",2020-03-26,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,required,"Leisure, entertainment, and religious venue closures"
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Retail store closures (excluding essentials),2020-03-26,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,required,Retail store closures (excluding essentials)
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Public transportation closures,2020-03-26,closed,Strongly Implemented,NA,required,NA,NA,NA,NA,Only essential workers allowed to use public transport,required,Public transportation closures
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Public space closures,2020-03-26,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,required,Public space closures
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Limiting size of gatherings,2020-03-26,required,Strongly Implemented,entire population,required,NA,0,NA,NA,No social gatherings allowed outside your own household or people you are living with.,required,Limiting size of gatherings
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Contact tracing,2020-03-26,complete contact tracing,Strongly Implemented,NA,NA,NA,NA,NA,NA,NA,required,Contact tracing
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Testing of symptomatic individuals,2020-03-26,all,Strongly Implemented,NA,NA,NA,NA,NA,NA,NA,required,Testing of symptomatic individuals
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Military and police deployment,2020-03-25,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,NA,required,Military and police deployment
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,State of emergency,2020-03-25,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,NA,required,State of emergency
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Restaurant closures (excluding takeout/delivery),2020-03-26,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,required,Restaurant closures (excluding takeout/delivery)
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Limiting number of patrons in restaurants,2020-03-26,required,Strongly Implemented,entire population,required,NA,0,NA,NA,NA,required,Limiting number of patrons in restaurants
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Quarantine of travelers,2020-03-26,required,Strongly Implemented,NA,required,NA,NA,NA,NA,NA,required,Quarantine of travelers
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Quarantine of contacts confirmed cases,2020-03-26,required,Strongly Implemented,NA,required,NA,NA,NA,NA,NA,required,Quarantine of contacts confirmed cases
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Quarantine of contacts suspected (symptomatic) cases,2020-03-26,required,Strongly Implemented,NA,required,NA,NA,NA,NA,NA,required,Quarantine of contacts suspected (symptomatic) cases
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Home isolation of suspected (symptomatic) cases,2020-03-26,required,Strongly Implemented,NA,required,NA,NA,NA,NA,NA,required,Home isolation of suspected (symptomatic) cases
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Home isolation of non-hospitalized confirmed cases,2020-03-26,required,Strongly Implemented,NA,required,NA,NA,NA,NA,NA,required,Home isolation of non-hospitalized confirmed cases
552,2020-04-05T07:32:19Z,No,NZL,New Zealand,NZL.1_1,Auckland,NA,Home isolation of confirmed cases discharged from the hospital,2020-03-26,required,Strongly Implemented,NA,required,NA,NA,NA,NA,NA,required,Home isolation of confirmed cases discharged from the hospital
553,2020-04-05T09:01:58Z,No,DEU,Germany,DEU.4_1,Brandenburg,NA,Retail store closures (excluding essentials),2020-04-02,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Catalogue of fines which entered into force on Thursday, April 2.Opening a retail store that is not officially exempt from closure to the public can be punished with a fine ranging from 1,000 to 10,000 euros. Repeated violations in particular can be fined up to 25,000 euros. All administrative and urban districts are to apply the catalogue of fines in case of violations and determine the amount of the respective fine in each case.",required,Retail store closures (excluding essentials)
553,2020-04-05T09:01:58Z,No,DEU,Germany,DEU.4_1,Brandenburg,NA,Limiting size of gatherings,2020-04-02,required,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Catalogue of fines which entered into force on Thursday, April 2. F.e. hosts holding public or nonpublic events or gatherings despite the restrictions can face fines ranging from 500 to 2,500 euros. Participating in such events risks a 50 to 500 euro fine. Repeated violations in particular can be fined up to 25,000 euros. All administrative and urban districts are to apply the catalogue of fines in case of violations and determine the amount of the respective fine in each case.",required,Limiting size of gatherings
554,2020-04-05T09:25:19Z,Yes,BWA,Botswana,NA,NA,NA,Contact tracing,2020-04-04,partial contact tracing,Partially Implemented,NA,NA,NA,NA,NA,NA,"The Ministry of Health and Wellness says a total of 291 are on home quarantine and 2001 on mandatory quarantine at different centres around the country since the outbreak of COVID19 pandemic.	Briefing the media in Gaborone on Friday, health ministrys public health specialist, Dr Lebapotswe Tlale said the ministry was concerned about people who travelled to their home villages on the eve of state of public emergency and extreme social distancing (Thursday night). People who left the city to their home villages were placed on home quarantine and might get in contact with those at the rural areas.",required,Contact tracing
